2012-06-05 08-16-45,90,用户登录
2012-06-05 08-16-25,20,用户登录
2012-06-06 15-57-44,187,用户登录
2012-06-06 16-06-05,26,用户登录
2012-07-02 12-02-21,57,【特价机票_机票价格查询_预订_航班查询】_2-7折_同程旅游
2012-07-02 12-01-36,45,机票预订_机票预订查询_机票预订网_2-7折_同程旅游
2012-07-05 17-32-48,103,【特价机票_机票价格查询_预订_航班查询】_2-7折_同程旅游
2012-07-05 17-41-47,90,【特价机票_机票价格查询_预订_航班查询】_2-7折_同程旅游
2012-07-05 17-29-11,78,【特价机票_机票价格查询_预订_航班查询】_2-7折_同程旅游
2012-07-05 17-31-28,45,【携程机票】飞机票查询
2012-07-05 17-28-39,32,机票预订_机票预订查询_机票预订网_2-7折_同程旅游
2012-07-05 17-30-49,26,【特价机票_机票价格查询_预订_航班查询】_2-7折_同程旅游
2012-08-07 17-48-12,47,云晨期货有限责任公司
